,bright_state_server,bright_state_user,Iteration,Fidelity,Fidelity_std,Rate,Rate_std,Utility,Utility_std,server_distance
0,0.06768294669309735,0.035063560641662925,24,0.9004177661396124,8.852868368658215e-17,64.63,2.992093167314639,6.370954497342977,0.065821326824749,1.5
1,0.06923719364990367,0.028335088017053357,5,0.9050435076345412,2.0023221014269633e-16,51.714999999999996,2.9320565922454054,6.039124022583659,0.07906716448022337,12.444444444444445
2,0.06860519537445513,0.022380943391189997,19,0.9110611265597109,9.343874179266548e-17,39.989999999999995,2.707581506269158,5.666627114757804,0.09710021812480726,23.38888888888889
3,0.07619328618523234,0.01984562470291469,29,0.9059772269285381,1.2732583196835212e-16,34.650000000000006,1.5555150477668036,5.262177978630316,0.06305765385132542,34.333333333333336
4,0.07306401412549715,0.014746863904116886,11,0.9136257420671823,6.668201422445409e-17,26.150000000000002,2.0509902498933146,4.874389257038647,0.11403811205656486,45.27777777777778
5,0.062247095006788176,0.010960415172141552,13,0.9277021618271155,1.5145025497803794e-16,17.395,1.7828086760911486,4.35920939960835,0.14732195389905028,56.22222222222222
6,0.08221254164676474,0.01173149498270924,28,0.9073419313969853,9.317817882464493e-17,18.189999999999998,1.8598182214856402,3.9974134909220203,0.14858277714710472,67.16666666666667
7,0.07600664353322928,0.03175931322089777,15,0.8954526016443275,1.6700839066438158e-16,13.24,2.7511599415369523,3.0239362456277235,0.3151094849216287,78.11111111111111
8,0.08150172339255723,0.007749857755561479,27,0.9115905878693816,2.1442423795432168e-16,11.129999999999999,1.2044975478109259,3.1125306957268783,0.15190123814987885,89.05555555555556
9,0.08454091387153273,0.005879368937084889,24,0.9102424468219541,9.685769560567649e-17,8.91,1.2677305839528725,2.6292038217119784,0.20696329471049152,100.0
